Period,Alaska Air Group Inc Price,American Airlines Group Inc Price,Delta Air Lines Inc Price,JetBlue Airways Corp Price,Southwest Airlines Co Price,United Airlines Holdings Inc Price
8/12/2020 15:36:16,38.35,13.53,29.07,11.55,35.26,36.29
8/12/2020 15:37:03,38.35,13.53,29.07,11.55,35.26,36.29
8/12/2020 15:37:53,38.36,13.54,29.06,11.56,35.23,36.32
8/12/2020 15:38:45,38.35,13.54,29.08,11.56,35.22,36.32
8/12/2020 15:39:33,38.32,13.54,29.06,11.56,35.19,36.29
8/12/2020 15:40:24,38.3,13.53,29.05,11.56,35.19,36.26
8/12/2020 15:41:14,38.31,13.54,29.06,11.56,35.17,36.29
8/12/2020 15:42:03,38.31,13.54,29.07,11.56,35.18,36.33
8/12/2020 15:42:51,38.31,13.54,29.08,11.56,35.14,36.31
8/12/2020 15:43:41,38.31,13.54,29.09,11.56,35.2,36.34
8/12/2020 15:44:32,38.33,13.56,29.12,11.56,35.22,36.37
8/12/2020 15:45:19,38.35,13.57,29.15,11.57,35.25,36.41
8/12/2020 15:46:08,38.35,13.57,29.15,11.57,35.25,36.41
8/12/2020 15:46:57,38.34,13.56,29.12,11.56,35.23,36.4
8/12/2020 15:47:45,38.33,13.55,29.13,11.56,35.22,36.37
8/12/2020 15:48:34,38.36,13.55,29.14,11.56,35.24,36.37
8/12/2020 15:49:25,38.38,13.54,29.12,11.56,35.25,36.34
8/12/2020 15:50:15,38.4,13.56,29.17,11.59,35.27,36.37
8/12/2020 15:51:05,38.39,13.56,29.18,11.58,35.26,36.39
8/12/2020 15:51:52,38.39,13.56,29.18,11.58,35.26,36.39
8/12/2020 15:52:43,38.45,13.57,29.19,11.59,35.24,36.42
8/12/2020 15:53:32,38.46,13.55,29.2,11.6,35.26,36.39
8/12/2020 15:54:19,38.46,13.55,29.2,11.6,35.26,36.39
8/12/2020 15:55:09,38.45,13.56,29.21,11.6,35.25,36.4
8/12/2020 15:55:58,38.45,13.55,29.2,11.6,35.23,36.37
8/12/2020 15:56:47,38.42,13.55,29.18,11.6,35.26,36.34
8/12/2020 15:57:35,38.44,13.56,29.18,11.64,35.28,36.39
8/12/2020 15:58:25,38.44,13.56,29.18,11.64,35.27,36.4
8/12/2020 15:59:15,38.43,13.56,29.18,11.62,35.26,36.39
8/12/2020 16:00:00,38.46,13.54,29.09,11.61,35.25,36.4
8/12/2020 16:00:01,,,,,,
8/13/2020 9:30:48,37.7,13.18,28.68,11.46,34.81,35.82
8/13/2020 9:31:33,37.7,13.19,28.65,11.5,34.84,35.85
8/13/2020 9:32:19,37.7,13.2,28.67,11.4,34.74,35.84
8/13/2020 9:33:04,38,13.31,28.81,11.5,34.9,36.05
8/13/2020 9:33:50,38.29,13.35,28.89,11.55,35.01,36.19
8/13/2020 9:34:36,38.29,13.36,28.9,11.54,34.96,36.26
8/13/2020 9:35:22,38.42,13.43,29.01,11.59,35.03,36.35
8/13/2020 9:36:08,38.42,13.43,28.95,11.55,34.96,36.31
8/13/2020 9:36:54,38.29,13.42,28.94,11.52,34.88,36.29
8/13/2020 9:37:41,38.29,13.45,29.02,11.56,34.97,36.43
8/13/2020 9:38:29,38.29,13.45,29.02,11.56,34.97,36.43
8/13/2020 9:39:14,38.13,13.38,28.96,11.52,34.84,36.32
8/13/2020 9:40:00,38.11,13.33,28.86,11.5,34.79,36.18
8/13/2020 9:40:43,38.11,13.33,28.86,11.5,34.79,36.18
8/13/2020 9:41:28,38.11,13.32,28.8,11.47,34.75,36.07
8/13/2020 9:42:14,38.23,13.41,28.88,11.54,34.88,36.27
8/13/2020 9:42:58,38.23,13.41,28.88,11.54,34.88,36.27
8/13/2020 9:43:42,38.23,13.41,28.91,11.56,34.85,36.34
8/13/2020 9:44:28,38.15,13.34,28.82,11.5,34.75,36.09
8/13/2020 9:45:13,38.16,13.38,28.84,11.51,34.78,36.15
8/13/2020 9:45:58,38.16,13.38,28.86,11.51,34.78,36.15
8/13/2020 9:46:46,38.28,13.44,28.94,11.54,34.87,36.38
8/13/2020 9:47:31,38.28,13.44,28.94,11.54,34.87,36.38
8/13/2020 9:48:18,38.27,13.42,28.91,11.52,34.79,36.38
8/13/2020 9:49:03,38.27,13.42,28.91,11.52,34.79,36.38
8/13/2020 9:49:49,38.37,13.48,29.01,11.56,34.93,36.54
8/13/2020 9:50:33,38.37,13.47,28.98,11.56,34.91,36.52
8/13/2020 9:51:19,38.5,13.54,29.11,11.6,35.02,36.68
8/13/2020 9:52:05,38.62,13.58,29.17,11.63,35.13,36.77
8/13/2020 9:52:53,38.79,13.7,29.36,11.7,35.25,37.08
8/13/2020 9:53:40,38.86,13.74,29.39,11.73,35.35,37.12
8/13/2020 9:54:28,38.9,13.82,29.46,11.75,35.41,37.26
8/13/2020 9:55:14,38.83,13.79,29.49,11.72,35.48,37.21
8/13/2020 9:56:02,38.79,13.67,29.34,11.68,35.36,37.01
8/13/2020 9:56:50,38.8,13.78,29.48,11.72,35.5,37.25
8/13/2020 9:57:35,38.8,13.74,29.4,11.71,35.47,37.12
8/13/2020 9:58:21,38.8,13.73,29.36,11.7,35.5,37.09
8/13/2020 9:59:08,38.8,13.68,29.34,11.68,35.56,36.93
8/13/2020 9:59:53,38.8,13.68,29.34,11.68,35.56,36.93
8/13/2020 10:00:40,38.67,13.74,29.34,11.66,35.5,37.1
8/13/2020 10:01:24,38.67,13.74,29.34,11.66,35.5,37.1
8/13/2020 10:02:11,38.8,13.78,29.4,11.71,35.56,37.19
8/13/2020 10:02:58,38.84,13.88,29.52,11.75,35.68,37.45
8/13/2020 10:03:44,38.92,13.88,29.55,11.75,35.67,37.43
8/13/2020 10:04:30,38.92,13.88,29.55,11.75,35.67,37.43
8/13/2020 10:05:17,38.85,13.83,29.53,11.74,35.63,37.38
8/13/2020 10:06:05,38.86,13.85,29.52,11.74,35.65,37.39
8/13/2020 10:06:50,38.71,13.75,29.46,11.69,35.52,37.25
8/13/2020 10:07:36,38.7,13.79,29.5,11.72,35.6,37.32
8/13/2020 10:08:24,38.79,13.81,29.5,11.74,35.62,37.4
8/13/2020 10:09:11,38.72,13.76,29.42,11.68,35.56,37.2
8/13/2020 10:09:57,38.72,13.76,29.42,11.68,35.56,37.2
8/13/2020 10:10:45,38.68,13.77,29.42,11.68,35.56,37.19
8/13/2020 10:11:31,38.64,13.75,29.37,11.66,35.5,37.1
8/13/2020 10:12:17,38.58,13.74,29.35,11.66,35.49,37.07
8/13/2020 10:13:05,38.63,13.79,29.43,11.67,35.53,37.18
8/13/2020 10:13:54,38.71,13.8,29.43,11.68,35.54,37.2
8/13/2020 10:14:40,38.53,13.72,29.33,11.65,35.34,37.04
8/13/2020 10:15:28,38.55,13.73,29.32,11.66,35.35,37.02
8/13/2020 10:16:16,38.42,13.66,29.22,11.63,35.4,36.91
8/13/2020 10:17:01,38.42,13.66,29.22,11.63,35.4,36.91
8/13/2020 10:17:48,38.47,13.7,29.29,11.63,35.45,36.98
8/13/2020 10:18:35,38.52,13.68,29.26,11.64,35.4,36.86
8/13/2020 10:19:23,38.55,13.78,29.36,11.69,35.48,37.17
8/13/2020 10:20:07,38.55,13.78,29.36,11.69,35.48,37.17
8/13/2020 10:20:55,38.45,13.69,29.28,11.65,35.43,37.03
8/13/2020 10:21:44,38.41,13.67,29.23,11.62,35.39,36.93
8/13/2020 10:22:28,38.41,13.67,29.23,11.62,35.39,36.93
8/13/2020 10:23:13,38.41,13.67,29.22,11.61,35.37,36.87
8/13/2020 10:24:00,38.38,13.6,29.12,11.58,35.34,36.75
8/13/2020 10:24:46,38.38,13.6,29.12,11.58,35.34,36.75
8/13/2020 10:25:34,38.41,13.58,29.1,11.59,35.36,36.65
8/13/2020 10:26:21,38.5,13.66,29.2,11.62,35.43,36.81
8/13/2020 10:27:07,38.45,13.63,29.14,11.62,35.4,36.73
8/13/2020 10:27:55,38.5,13.66,29.18,11.62,35.44,36.81
8/13/2020 10:28:44,38.4,13.62,29.1,11.62,35.37,36.66
8/13/2020 10:29:33,38.39,13.65,29.12,11.6,35.35,36.68
8/13/2020 10:30:19,38.39,13.65,29.12,11.6,35.35,36.68
8/13/2020 10:31:08,38.31,13.52,29.03,11.56,35.29,36.62
8/13/2020 10:31:57,38.31,13.54,29.03,11.53,35.27,36.59
8/13/2020 10:32:43,38.31,13.54,29.03,11.53,35.27,36.59
8/13/2020 10:33:32,38.38,13.56,29.09,11.58,35.36,36.68
8/13/2020 10:34:20,38.34,13.57,29.1,11.54,35.34,36.66
8/13/2020 10:35:08,38.34,13.57,29.1,11.54,35.34,36.66
8/13/2020 10:35:54,38.3,13.57,29.1,11.53,35.32,36.62
8/13/2020 10:36:42,38.32,13.58,29.12,11.54,35.33,36.66
8/13/2020 10:37:32,38.32,13.54,29.06,11.52,35.26,36.52
